en,zh,BLEU,BERTSCORE_F1,BERTSCORE_P,BERTSCORE_R,EN_LEN
This airport alone  covers more than 100 square kilometers.,单这机场 就占地超过100平方千米。,0.0,0.47603559494018555,0.5392248630523682,0.4261026382446289,11
"So I was trying to persuade the Hondurans,  if you build a new city,  you've got to start with a site that's at least 1,000 square kilometers.",我试着说服洪都拉斯总统 如果你要建一座新城 你就要在至少1000平方千米的区域入手。,0.0,0.39889976382255554,0.3687569797039032,0.4344090521335602,34
That's more than 250 hundred-thousand acres.,这要比2500万英亩还大。,4.278179264606695,0.5960206389427185,0.6419783234596252,0.556203305721283,10
Everybody applauded politely.,每个人都很有礼貌地鼓着掌。,0.0,0.37528735399246216,0.31049400568008423,0.47425374388694763,4
The faces in the audience  were very serious and attentive.,观众的表情 都是严肃而警惕的。,0.12297602226368944,0.3804933726787567,0.30511361360549927,0.5053399801254272,12
"The leader of the congress came up on stage and said,  ""Professor Romer, thank you very much for your lecture,  but maybe we could watch the TEDTalk.",大会主席走到台前说 “罗摩教授，很感谢你的讲课 但也许我们能看看TEDTalk。,0.0,0.4190961718559265,0.3837509751319885,0.4616127610206604,34
"I've got it here on my laptop.""",我笔记本上现在就有。”,0.0,0.5537927150726318,0.618598461151123,0.5012778639793396,10
"So I sat down, and they played the TEDTalk.",于是我坐下，他们则看起了TEDTalk。,0.0,0.41574594378471375,0.34548288583755493,0.521885097026825,11
"And it got to the essence,  which is that a new city could offer new choices for people.",它同时也抓住了精髓 就是新的城市带给了人们新的选择。,0.1477860999207395,0.40580111742019653,0.328779399394989,0.5299503207206726,21
"There would be a choice of a city which you could go to  which could be in Honduras,  instead of hundreds of miles away in the North.",这是一个你会前往城市的选择 也许在洪都拉斯 而不是几百公里远的北方。,0.53608458691994,0.4141788184642792,0.3572121262550354,0.49276259541511536,31
And it also involved new choices for leaders.,它也给了领导者新的选择。,0.0,0.5486214756965637,0.5706125497817993,0.5282626152038574,9
"Because the leaders in the government there in Honduras  would need help from partner countries,  who could benefit from partner countries  who help them set up the rules in this charter and the enforcement,  so everybody can trust  that the charter really will be enforced.",因为洪都拉斯政府的领导 需要友国的帮助 那些从友国中获得利益 那些帮助他们设定并实行宪章中的条例 来让每个人都会相信 宪章实际上会得到实行。,0.12340526446895762,0.41066277027130127,0.3691234290599823,0.46273696422576904,53
And the insight of President Lobo  was that that assurance of enforcement  that I was thinking about  as a way to get the foreign investors to come in and build the city  could be equally important for all the different parties in Honduras  who had suffered for so many years  from fear and distrust.,总统洛沃的领悟 就是对实行能力的保证 我认为 作为一个吸引外商投资建造的城市的方法 应该和洪都拉斯经历了多年 恐惧和怀疑的不同党派 一样的重要。,0.12383751369380655,0.417447030544281,0.36458832025527954,0.4882318377494812,61
We went and looked at a site.,我们实地考察了那块地区。,0.0,0.5483667850494385,0.5688105821609497,0.5293415784835815,8
This picture's from there.,这是那里的一张照片。,4.167251645138561,0.6093079447746277,0.6471362113952637,0.5756579637527466,6
It easily could hold a thousand square kilometers.,这能轻易容纳一千平方千米。,0.0,0.5106503963470459,0.5790102481842041,0.4567277133464813,9
"And shortly thereafter, on January 19th,  they voted in the congress to amend their constitution  to have a constitutional provision  that allows for special development regions.",之后不久，1月19日 他们在国会中投票修改了宪法 来提供一个法律的支持 来许可特定的发展地区。,0.0,0.3991558253765106,0.3488559126853943,0.46640458703041077,32
"In a country which had just gone through this wrenching crisis,  the vote in the congress in favor of this constitutional amendment  was 124 to one.",在刚经历过政变的这个国家 国会上赞成宪法修正案的票数 是124比1。,0.1472684523889216,0.4076708257198334,0.3595927655696869,0.470589280128479,30
"All parties, all factions in society, backed this.",社会上派系，所有党派都支持这修正案。,0.0,0.39982038736343384,0.34393858909606934,0.4773838520050049,11
"To be part of the constitution, you actually have to pass it twice in the congress.",作为宪法的一部分，你实际需要在国会上通过两次。,0.0,0.38813456892967224,0.3368803858757019,0.45778340101242065,18
On February 17th they passed it again  with another vote of 114 to one.,在2月17日他们以114比1 再次通过了法案。,0.0,0.3953607380390167,0.3500482738018036,0.4541485905647278,16
"Immediately after that vote,  on February 21st to the 24th,  a delegation of about 30 Hondurans  went to the two places in the world  that are most interested in getting into the city building business.",立刻在投票之后 2月21到24日 大约30个人的洪都拉斯代表团 来到了世上 两个建筑业最感兴趣的两个地方。,0.0,0.3865886926651001,0.35423609614372253,0.4254447817802429,42
One is South Korea.,一个是韩国。,34.98330125272253,0.7958135604858398,0.8147213459014893,0.7777634859085083,5
"This is a picture of a big, new city center  that's being built in South Korea --  bigger than downtown Boston.",这是一张韩国将建成的 大型的，新市中心-- 比波士顿商业区还大。,0.0,0.40061452984809875,0.3479804992675781,0.4720083773136139,26
"Everything you see there was built in four years,  after they spent four years getting the permits.",所有你看到的刚建设了4年 但他们得到许可来建设就花费了4年。,0.03667069855548835,0.5185443162918091,0.5705599188804626,0.4752204418182373,20
The other place that's very interested in city building is Singapore.,另外一个吸引建筑业的是新加坡。,2.447822402834545,0.5365845561027527,0.551741361618042,0.5222382545471191,13
They've actually built two cities already in China  and are preparing the third.,他们实际上已经在中国建设了两个新城 并准备建第三个。,0.0,0.47316691279411316,0.5372393727302551,0.422748863697052,16
"So if you think about this practically,  here's where we are.",如果你理性地考虑这个的话 这就是我们当下处境。,0.0,0.5503315329551697,0.5816414952278137,0.5222201347351074,15
They've got a site; they're already thinking about this site for the second city.,他们有了地块，并已经考虑把它建设成第二城市。,0.0,0.40166521072387695,0.3350990116596222,0.5012333989143372,18
"They're putting in place a legal system  that could allow for managers to come in,  and also an external legal system.",他们正步入一个法定的程序 来允许管理人员介入 同时也有个外加的法律系统。,0.12427280164767711,0.41549012064933777,0.3680841624736786,0.47691208124160767,26
One country has already volunteered to let its supreme court  be the court of final appeal for the new judicial system there.,一个国家已经自愿让最高法院 为了这新的司法体系而成为最终上诉申请的法院。,0.0,0.39929887652397156,0.34422415494918823,0.47535398602485657,24
There's designers and builders of cities  They even can bring with them some financing.,这是对其感兴趣的 城市设计师和建筑师而言。 这些甚至能带给他们一些经济支持。,0.12427280164767711,0.40353187918663025,0.3495630919933319,0.47720766067504883,17
But the one thing you know they've already solved  is that there's lots of tenants.,但是有一件你了解的早被解决的事 是有很多的佃户。,0.12471116048742699,0.41058602929115295,0.35202550888061523,0.49251788854599,19
"There's lots of businesses that would like to locate in the Americas,  especially in a place with a free trade zone,  and there's lots of people who'd like to go there.",有很多商家意向进驻美国 特别进驻到自由交易区 也有很多人想去那里。,0.12383751369380655,0.4282072186470032,0.36528050899505615,0.5173269510269165,39
"Around the world, there's 700 million people  who say they'd like to move permanently someplace else right now.",全世界，有7亿人 想立刻永久的移民到某些其他地方。,0.0,0.3891204297542572,0.3449215590953827,0.4463115930557251,23
There's a million a year  who leave Latin America to go to the United States.,每年100万人 从拉丁美洲前往美国。,0.0,0.5316219925880432,0.5838471055030823,0.4879727363586426,18
Many of these are a father  who has to leave his family behind to go get a job --  sometimes a single mother  who has to get enough money to even pay for food or clothing.,其中很多是远离 家庭的来寻找工作的父亲-- 有时是单亲妈妈 来赚钱为了衣食生计。,0.12427280164767711,0.3757716715335846,0.3386804461479187,0.4219863712787628,40
"Sadly, sometimes there are even children  who are trying to get reunited with their parents  that they haven't seen, in some cases, for a decade.",可悲的是，有时甚至是孩子 尝试着为了和很久未见的父母 有些时候，数十年，他们才团聚。,0.0,0.41310566663742065,0.37501955032348633,0.45980215072631836,32
So what kind of an idea is it  to think about building a brand new city in Honduras?,这是个怎么样的愿景 来考虑在洪都拉斯建立一个新城？,0.1452336245576711,0.4116036891937256,0.3417345881462097,0.5173853635787964,20
"Or to build a dozen of these,  or a hundred of these, around the world?",或者建立十几个新城 或者全世界建立几百个新城？,0.12383751369380655,0.4335310161113739,0.3801336884498596,0.5043814182281494,19
What kind of an idea is it  to think about insisting  that every family have a choice of several cities  that are competing to attract new residents?,这又是个怎么样的愿景 来考虑坚持 每个家庭都有数个具有竞争力吸引新住户 的城市的选择？,0.0,0.40153664350509644,0.34981584548950195,0.47120505571365356,31
This is an idea worth spreading.,这是一个值得传播的观点。,3.550932348642477,0.5848377346992493,0.623595654964447,0.550615668296814,7
"And my friends from Honduras  asked me to say thank you, TED.",我的洪都拉斯的朋友 让我来说声感谢，TED。,0.0,0.4504333436489105,0.4116211235523224,0.49732688069343567,15
"I'm Jessi, and this is my suitcase.",我是杰西， 这是我的旅行箱。,0.0,0.5801680684089661,0.6301690936088562,0.5375184416770935,10
"But before I show you what I've got inside,  I'm going to make a very public confession,  and that is,  I'm outfit-obsessed.",但是当我给你看我在里面装什么之前， 我要做一个非常公开的坦白， 那就是， 我对衣服极度迷恋。,0.0,0.4066799581050873,0.377202570438385,0.4411550760269165,34
"I love finding, wearing,  and more recently,  photographing and blogging  a different, colorful, crazy outfit  for every single occasion.",我超爱寻找它们并穿上它们， 最近， 还爱上了拍它们的照片和写有关它们的博客， 每一套与众不同，丰富多彩，疯狂的衣服 都有其最适合的那一个场合。,0.0,0.4157876968383789,0.40146511793136597,0.4311700165271759,29
But I don't buy anything new.,但我不买任何新东西。,0.0,0.5529081225395203,0.6259961724281311,0.49510255455970764,8
I get all my clothes secondhand  from flea markets and thrift stores.,我的衣服都是二手买到的 从跳蚤市场和旧货店。,0.0,0.3958723843097687,0.3547433614730835,0.44778919219970703,14
"Aww, thank you.",噢，谢谢你。,0.0,0.5608623623847961,0.592989981174469,0.5320371389389038,5
Secondhand shopping  allows me to reduce the impact  my wardrobe has on the environment  and on my wallet.,二手购物 让我减少 购买衣服对环境的影响， 以及对我钱包的影响。,0.12340526446895762,0.41492241621017456,0.3705064058303833,0.4714379906654358,22
I get to meet all kinds of great people;  my dollars usually go to a good cause;  I look pretty unique;  and it makes shopping like my own personal treasure hunt.,我能结识各种有趣的人； 还能省下钱捐给慈善机构； 我的打扮也自成一派； 同时，购物变成了我的私人寻宝。,0.14624396065071252,0.43954551219940186,0.3855242431163788,0.5111731886863708,38
"I mean, what am I going to find today?",我会想，我今天会找到什么？,0.12297602226368944,0.42765653133392334,0.3493255078792572,0.5512706637382507,11
Is it going to be my size?,会不会正好是我的尺寸？,0.0,0.48021915555000305,0.5470895767211914,0.4279153347015381,8
Will I like the color?,会是我喜欢的颜色吗？,4.167251645138561,0.585045576095581,0.6040993928909302,0.5671570301055908,6
Will it be under $20?,会在二十美金以下吗？,0.0,0.538152813911438,0.6064944267272949,0.4836532175540924,7
"If all the answers are yes,  I feel as though I've won.",如果答案都是“是”， 我就觉得自己赢了。,0.0,0.47581812739372253,0.4389052987098694,0.5195099711418152,16
I want to get back to my suitcase  and tell you what I packed for this exciting week here at TED.,我想回到我的旅行箱 告诉你们为了在TED这激动人心的一周，,0.1477860999207395,0.4255135655403137,0.3971150517463684,0.45828649401664734,23
"I mean, what does somebody with all these outfits bring with her?",我都带了些什么。 这个有这么多的衣服的家伙到底会带什么？,0.12427280164767711,0.4036978781223297,0.35411617159843445,0.4694245159626007,14
So I'm going to show you exactly what I brought.,所以我要给你看到底我带了什么。,3.6221601987507865,0.6401796936988831,0.7001197338104248,0.5896936655044556,12
I brought seven pairs of underpants  and that's it.,我带了七条內裤 就这些。,0.12340526446895762,0.40046873688697815,0.32646316289901733,0.5178623795509338,12
Exactly one week's worth of undies  is all I put in my suitcase.,正好一周的內裤 是我旅行箱内的一切。,1.543228837249852,0.5607661008834839,0.6135828495025635,0.5163214802742004,16
I was betting that I'd be able to find  everything else I could possible want to wear  once I got here to Palm Springs.,我打赌我在棕榈泉， 会找到 我需要的所有衣服。,0.4354290028007189,0.5244823098182678,0.5637907981872559,0.49029797315597534,28
And since you don't know me  as the woman walking around TED in her underwear --    that means I found a few things.,既然你现在看到的我， 不是那个“穿着内裤在TED走来走去的女人”-  这就说明我确实找到了一些新东西。,0.000523079421801887,0.5026511549949646,0.5680646896362305,0.45074692368507385,27
And I'd really love to show you my week's worth of outfits right now.,而且现在我真的很想给你看我一周的衣服。,0.12471116048742699,0.42068302631378174,0.35267174243927,0.5211929678916931,17
Does that sound good?,是不是听起来很不错？,0.0,0.5369260907173157,0.5509257316589355,0.5236201882362366,5
"So as I do this,  I'm also going to tell you a few of the life lessons  that, believe it or not, I have picked up  in these adventures wearing nothing new.",当然同时， 我还会和你们聊一聊生活指导之类的， 无论你们是否相信，这些都是 我在“旧衣新穿”冒险中提炼出来的想法。,0.12427280164767711,0.39939188957214355,0.3681486248970032,0.43642985820770264,40
So let's start with Sunday.,那么我们从星期日开始。,7.590969579691412,0.6442543864250183,0.6672087907791138,0.6228268146514893,7
"I call this ""Shiny Tiger.""",我叫这个“闪亮老虎”。,0.0,0.6159641146659851,0.6220148205757141,0.6100300550460815,8
You do not have to spend a lot of money to look great.,你不需要用很多的钱也能显得气质非凡。,0.0,0.48161980509757996,0.5079479813575745,0.4578864574432373,14
You can almost always look phenomenal for under $50.,甚至你几乎总可以只花不到50美金，就能令人印象深刻。,0.0,0.46280530095100403,0.5309979915618896,0.41013437509536743,11
"This whole outfit, including the jacket,  cost me $55,  and it was the most expensive thing  that I wore the entire week.",这整套衣服， 包括外套 用了我五十五美金， 而这是我这一整周内 穿的最贵的衣服。,0.12383751369380655,0.43016961216926575,0.37612661719322205,0.5023485422134399,30
Monday: Color is powerful.,星期一：色彩是强大的。,0.0,0.5805219411849976,0.6002072095870972,0.5620869398117065,6
It is almost physiologically impossible  to be in a bad mood when you're wearing bright red pants.,在生理上，几乎不可能 穿上明亮的红色裤子时仍然心情郁闷。,0.1452336245576711,0.41477110981941223,0.34896767139434814,0.5111581087112427,20
"If you are happy,  you are going to attract other happy people to you.",如果你快乐， 你会吸引到其他快乐的人。,0.12471116048742699,0.40281563997268677,0.34862321615219116,0.47695720195770264,17
Tuesday:  Fitting in is way overrated.,星期二： 主流被远远高估了。,0.0,0.5537171363830566,0.5980735421180725,0.5154858827590942,9
I've spent a whole lot of my life  trying to be myself  and at the same time fit in.,我一生中花了很多时间， 想做自己， 同时融入主流。,0.7942726026489212,0.4765867292881012,0.47313231229782104,0.48009198904037476,23
Just be who you are.,就做你自己。,6.567274736060395,0.6602205634117126,0.6632304787635803,0.6572377681732178,6
"If you are surrounding yourself with the right people,  they will not only get it,  they will appreciate it.",如果你身边有对的人， 他们不仅会懂， 他们还会欣赏。,0.0,0.42063263058662415,0.36891359090805054,0.4892174303531647,24
Wednesday:  Embrace your inner child.,星期三： 接受你的童心。,1.9119108411650758,0.547076404094696,0.5898828506469727,0.5100623965263367,8
"Sometimes people tell me  that I look like I'm playing dress-up,  or that I remind them of their seven-year-old.",有时候有人会告诉我， 说我像玩打扮， 或者我让他们想起了他们七岁的孩子。,0.1472684523889216,0.4292145073413849,0.380966454744339,0.49145564436912537,30
"I like to smile  and say, ""Thank you.""",我喜欢对他们微笑， 并且说“谢谢。”,2.304838145595558,0.6657838821411133,0.7491388320922852,0.59912109375,13
Thursday:  Confidence is key.,星期四： 自信心是关键。,0.0,0.5426265001296997,0.5724706053733826,0.5157398581504822,7
"If you think you look good in something,  you almost certainly do.",如果你觉得你穿什么好看， 那你一定会穿得好看。,0.0,0.4172859787940979,0.34378212690353394,0.530769407749176,15
"And if you don't think you look good in something,  you're also probably right.",如果你不觉得你穿什么好看， 那你差不多也肯定是对的。,0.0,0.39960214495658875,0.35026034712791443,0.4651252031326294,19
I grew up with a mom who taught me this day-in and day-out.,从小到大，我妈妈每天都告诉我这个，,0.0,0.40397360920906067,0.3474537432193756,0.4824537932872772,18
But it wasn't until I turned 30  that I really got what this meant.,但是我到了三十岁， 才知道这是什么意思。,0.12340526446895762,0.43373438715934753,0.3612416982650757,0.5426267981529236,17
And I'm going to break it down for you for just a second.,而且我会为你很快的分析一下。,0.0,0.367389053106308,0.3087329864501953,0.4535609483718872,15
"If you believe you're a beautiful person  inside and out,  there is no look that you can't pull off.",如果你相信你是个美丽的人， 里里外外， 没有什么衣服是你不能穿的好看的。,0.12471116048742699,0.4340646266937256,0.41983431577682495,0.4492935240268707,25
So there is no excuse for any of us here in this audience.,所以在座的各位都没有任何理由。,0.0,0.3799941837787628,0.31856364011764526,0.47077685594558716,14
We should be able to rock anything we want to rock.,我们可以想穿什么就穿什么。,0.0,0.39162105321884155,0.3610602915287018,0.427833616733551,12
Thank you.,谢谢。,27.516060407455225,0.7143129110336304,0.7200455069541931,0.7086707949638367,3
Friday: A universal truth -- five words for you:  Gold sequins go with everything.,星期五： 一个普遍的真理 -- 几个字给你： 金亮片百搭。,0.0,0.42031794786453247,0.3781173825263977,0.473121702671051,18
"And finally, Saturday:  Developing your own unique personal style  is a really great way to tell the world something about you  without having to say a word.",最后，星期六： 发展独特的个人风格。 真的是个很好的方式告诉世界你是谁， 一字都不必说。,0.0,0.4176013767719269,0.3742792308330536,0.47226521372795105,33
"It's been proven to me time and time again  as people have walked up to me this week  simply because of what I'm wearing,  and we've had great conversations.",它一次又一次对我证明 这周内当人们一次次走向我， 只是因为我穿了什么。 我们进行很愉快的谈话。,0.0,0.4353810250759125,0.43304702639579773,0.43774035573005676,37
So obviously this is not all going to fit  back in my tiny suitcase.,当然这衣服都不会挤进 我的小旅行箱。,0.0,0.3771291673183441,0.3292483687400818,0.44130590558052063,16
"So before I go home to Brooklyn,  I'm going to donate everything back.",所以在我回布鲁克林之前， 我会把一切都捐回。,0.13572232127491768,0.403592973947525,0.3411180377006531,0.49408310651779175,17
Because the lesson I'm trying to learn myself this week  is that it's okay to let go.,因为这个星期我在教自己 放手是可以的。,0.0,0.4019630551338196,0.34633544087409973,0.4788796305656433,21
"I don't need to get emotionally attached to these things  because around the corner,  there is always going to be  another crazy, colorful,  shiny outfit  just waiting for me,  if I put a little love in my heart and look.",我不需要对东西眷恋， 因为在下一个角落， 永远会有 又一套疯狂的，色彩鲜艳 闪闪发光的衣服 在等我， 只要我带着爱去寻找。,0.0,0.4371231198310852,0.3942010700702667,0.4905341863632202,52
Thank you very much.,非常感谢。,23.643540225079384,0.7794741988182068,0.7721399068832397,0.7869491577148438,5
Thank you.,谢谢。,27.516060407455225,0.7143129110336304,0.7200455069541931,0.7086707949638367,3
"This is a representation of your brain,  and your brain can be broken into two parts.",这是大脑的描绘图。 你的大脑可以被分为两个部分。,0.0,0.540059506893158,0.5870212912559509,0.5000550746917725,19
"There's the left half, which is the logical side,  and then the right half,  which is the intuitive.",左脑，主要负责理性方面， 而右脑， 主要负责直觉。,0.0,0.4417744278907776,0.4046329855918884,0.48642343282699585,25
"And so if we had a scale to measure the aptitude of each hemisphere,  then we can plot our brain.",如果我们用刻度线来测量脑半球的能力的话， 并标记我们的大脑。,0.0,0.4051062762737274,0.3565875291824341,0.46890777349472046,23
"And for example, this would be somebody who's completely logical.",比如说，这表示某人完全的理性。,0.12340526446895762,0.4259389638900757,0.35416722297668457,0.5341927409172058,13
This would be someone who's entirely intuitive.,这就表示着某人完全的感性。,0.2043385719232033,0.48167940974235535,0.5712882876396179,0.41637009382247925,9
So where would you put your brain on this scale?,那你会把你的大脑放在线上的哪里呢？,0.0,0.3908533751964569,0.3252706229686737,0.4895613491535187,11
"Some of us may have opted for one of these extremes,  but I think for most people in the audience,  your brain is something like this --  with a high aptitude in both hemispheres at the same time.",一些人可能会选这极端情况的一种， 但是我觉得大多数听众， 你的大脑位置应该大致像这样-- 两个脑半球同时有着很高的潜力。,0.16017413964457386,0.4213119447231293,0.363150417804718,0.5016563534736633,44
It's not like they're mutually exclusive or anything.,它们不太可能会互相的排斥或其他什么的。,0.12340526446895762,0.4099460244178772,0.344090074300766,0.5069771409034729,11
You can be logical and intuitive.,你可以既理性又感性。,9.980099403873663,0.6124945282936096,0.6173135042190552,0.6077501773834229,7
"And so I consider myself one of these people,  along with most of the other experimental quantum physicists,  who need a good deal of logic  to string together these complex ideas.",我自认为是一个 和大多数其他的实验量子物理学家一样， 有着很好的逻辑思维 能把那些复杂的想法串连起来。,0.12427280164767711,0.40415284037590027,0.3752632737159729,0.4378615617752075,37
"But at the same time, we need a good deal of intuition  to actually make the experiments work.",但是同时，我们也需要一个好的直觉 让实验能切实的进行下去。,0.1472684523889216,0.4142422080039978,0.35845786333084106,0.4905892014503479,21
How do we develop this intuition? Well we like to play with stuff.,那我们如何来提高这种直觉力呢？嗯我们喜欢研究东西。,0.0,0.39998945593833923,0.34425991773605347,0.4772472083568573,15
"So we go out and play with it, and then we see how it acts,  and then we develop our intuition from there.",我们本身研究和捣鼓东西，然后我们会看它怎么反应。 接着我们从中提升我们的直觉力。,0.0,0.415842205286026,0.377958208322525,0.4621666967868805,27
And really you do the same thing.,实际上你也做同样的事情。,2.634191962725227,0.5659074783325195,0.592021644115448,0.5419996976852417,8
So some intuition  that you may have developed over the years  is that one thing is only in one place at a time.,有一些你可能 培养了很多年了的直觉 像一个事物只能同时出现在一个方位。,0.12297602226368944,0.4109584391117096,0.3536434769630432,0.4904448091983795,26
"I mean, it can sound weird to think about  one thing being in two different places at the same time,  but you weren't born with this notion, you developed it.",我的意思是，这会很奇怪，要你去考虑一个事物可以 同时出现在两个不同的地方， 但是你不是天生就有这种概念，你是后天培养的。,0.0,0.39070019125938416,0.3677578568458557,0.41669541597366333,37
And I remember watching a kid playing on a car stop.,我记得看到过一个小孩在阻车器上玩。,0.0,0.39199692010879517,0.32843655347824097,0.48606154322624207,12
"He was just a toddler and he wasn't very good at it, and he kept falling over.",他还只是个学步而且并不擅长这个的小孩，他就一直摔倒。,0.27409747477115337,0.41508403420448303,0.34621402621269226,0.5181575417518616,20
"But I bet playing with this car stop taught him a really valuable lesson,  and that's that large things don't let you get right past them,  and that they stay in one place.",但是我打赌和阻车器玩耍给他上了很有价值的一课， 就是大型的物体不会让你轻易的穿过， 而且它们停留在一个地方。,2.2187568768224848e-06,0.5038027763366699,0.5885478258132935,0.44039085507392883,40
"And so this is a great conceptual model to have of the world,  unless you're a particle physicist.",这是世上拥有的一个很具备概念性的模型， 除非你是粒子物理学家。,0.0,0.4057483971118927,0.3529413640499115,0.47713762521743774,22
"It'd be a terrible model for a particle physicist,  because they don't play with car stops,  they play with these little weird particles.",对于粒子物理学家这也会是一个很糟糕的模型， 因为他们不研究阻车器， 他们研究那些很小的奇怪的微粒。,0.0,0.419460266828537,0.38172751665115356,0.4654707610607147,30
"And when they play with their particles,  they find they do all sorts of really weird things --  like they can fly right through walls,  or they can be in two different places at the same time.",当他们研究他们的微粒的时候， 他们觉得他们在做各种真正奇怪的事情-- 好像他们能穿墙， 或者他们能同时出现在两个地方。,0.0,0.41859206557273865,0.4027419984340668,0.4357408583164215,43
"And so they wrote down all these observations,  and they called it the theory of quantum mechanics.",他们记录下这些发现的时候， 他们以此起名为量子力学理论。,0.0,0.39219775795936584,0.34320640563964844,0.4575046896934509,20
"And so that's where physics was at a few years ago;  you needed quantum mechanics  to describe little, tiny particles.",这就是几年前物理学的前沿； 你需要量子力学 来描述细小，微小的粒子。,0.0,0.41873669624328613,0.3818528652191162,0.46350768208503723,26
"But you didn't need it  to describe the large, everyday objects around us.",但是你不需要它 来描述那些巨大的，周围日常的物体。,0.14675441853527688,0.4248247742652893,0.36376798152923584,0.5105118155479431,17
"This didn't really sit well with my intuition,  and maybe it's just because I don't play with particles very often.",这并不很符合我的直觉认知， 也许是因为我不太时常研究微粒的缘故吧。,0.0,0.39698508381843567,0.3471281826496124,0.463565468788147,26
"Well, I play with them sometimes,  but not very often.",嗯，我还是有时候研究它们的， 只是不太平常而已。,0.13819852475186206,0.5327741503715515,0.5980732440948486,0.48033055663108826,14
And I've never seen them.,而且我也从来没有看到过它们。,1.7657516777206852,0.6113327741622925,0.6496800780296326,0.5772600769996643,7
"I mean, nobody's ever seen a particle.",我指，没人能看见微粒。,0.0,0.3833215832710266,0.3051837086677551,0.5152417421340942,10
But it didn't sit well with my logical side either.,但是这也不符合我的逻辑认知。,2.139538333930869,0.5938754677772522,0.6399993300437927,0.5539529323577881,12
"Because if everything is made up of little particles  and all the little particles  follow quantum mechanics,  then shouldn't everything just follow quantum mechanics?",因为如果所有事物都是由微粒组成的 而每个微粒 都遵循量子力学理论的话， 那所有事物不也应该遵循量子力学理论吗？,0.0,0.4245065748691559,0.4015836715698242,0.45020484924316406,30
I don't see any reason why it shouldn't.,我找不到为什么它不遵循的原因。,0.46097516793031657,0.4202180802822113,0.3284469544887543,0.5831577777862549,11
And so I'd feel a lot better about the whole thing  if we could somehow show  that an everyday object  also follows quantum mechanics.,所以我对于整件事情会了解的更好 如果我们用某种方式来表明 日常的每件事物 也都遵循量子力学理论。,0.14830739937189438,0.43135619163513184,0.37784332036972046,0.5025277733802795,29
"So a few years ago, I set off to do just that.",不久之前，我开始着手。,0.0,0.39634957909584045,0.32380521297454834,0.5107841491699219,14
So I made one.,我制造出了这个。,6.916271812933183,0.6818880438804626,0.6904468536376953,0.6735388040542603,5
This is the first object  that you can see  that has been in a mechanical quantum superposition.,这是第一个你能看的见 同时也是 量子力学叠加的产物。,0.27409747477115337,0.4035658538341522,0.33284512162208557,0.5124472379684448,20
So what we're looking at here  is a tiny computer chip.,这里我们看到的 是一个电脑微型芯片。,2.1448935777350973,0.6284229755401611,0.6908725500106812,0.5763274431228638,14
And you can sort of see this green dot right in the middle.,在中间你大概能看到的那个绿点。,2.5450723423460606,0.5377383232116699,0.5658188462257385,0.5123132467269897,14
And that's this piece of metal I'm going to be talking about in a minute.,那就是我接下去要讲的金属。,3.3142882018868,0.6135460734367371,0.6335680484771729,0.5947507619857788,18
This is a photograph of the object.,这是它的照片。,6.870636427700047,0.6320620775222778,0.6462411880493164,0.6184918880462646,8
And here I'll zoom in a little bit. We're looking right there in the center.,聚焦一点。我们看到正中心的那点。,2.1590567826234346,0.5704866647720337,0.5919671654701233,0.5505105257034302,19
"And then here's a really, really big close-up of the little piece of metal.",这则是一个很近，很近距离观测到的金属片。,0.0,0.42745333909988403,0.39431676268577576,0.4666701853275299,19
"So what we're looking at is a little chunk of metal,  and it's shaped like a diving board, and it's sticking out over a ledge.",我们看到的是一小块金属， 它的外形像一个跳水板，并且它伸出了一端。,0.12427280164767711,0.42640992999076843,0.3552216589450836,0.5332825183868408,32
And so I made this thing  in nearly the same way as you make a computer chip.,我用几乎和制造电脑芯片 同样的方法制造出这金属。,0.0,0.41544705629348755,0.3720681667327881,0.4702758193016052,19
"I went into a clean room with a fresh silicon wafer,  and then I just cranked away at all the big machines for about 100 hours.",我在无菌室操作一片硅晶片， 接着我周转于所有这些大型机器中大约100个小时。,0.14675441853527688,0.4089779555797577,0.3646422028541565,0.465587317943573,29
"For the last stuff, I had to build my own machine --  to make this swimming pool-shaped hole  underneath the device.",为了最后的结果，我不得不制造自己的机器-- 让这泳池型的洞 在设备的下方。,0.0,0.4021683931350708,0.34129151701927185,0.4894774854183197,27
"This device has the ability  to be in a quantum superposition,  but it needs a little help to do it.",这个设备有能力 来进行量子叠加， 但是它需要些帮助来完成这步骤。,0.14675441853527688,0.4255405366420746,0.35433200001716614,0.5325683355331421,24
"Here, let me give you an analogy.",来，让我给你打个比方。,8.389861810900507,0.7056584358215332,0.7546178102493286,0.6626649498939514,9
You know how uncomfortable it is to be in a crowded elevator?,你知道在一个拥挤的电梯里是多么不舒服吗？,0.29256627919553907,0.5060609579086304,0.5599064826965332,0.46166330575942993,13
"I mean, when I'm in an elevator all alone, I do all sorts of weird things,  but then other people get on board  and I stop doing those things  because I don't want to bother them,  or, frankly, scare them.",我指，当我一个人在电梯里，我能做各种奇怪的事情， 但是当其他人进来的时候 我就停止做这些事， 因为我不想打扰到其他人， 或者，实话说，吓到其他人。,0.0,0.4260796904563904,0.39936697483062744,0.45662206411361694,53
So quantum mechanics says  that inanimate objects feel the same way.,所以量子力学表明 非生命体也变现出同样的情况。,0.0,0.42538875341415405,0.3696393072605133,0.5009413361549377,13
